date,account_id,currency,balance,inflow,outflow,net_flow,day_of_week,day_of_week_num,is_weekend,day_of_month,is_month_end,bank_name,account_type
2025-06-08,ACC-002,USD,151453.2,2844.27,3234.15,-389.8800000000001,Sunday,6,1,8,0,Banco Aurora,operational
2025-06-09,ACC-002,USD,144587.61,0.0,6865.59,-6865.59,Monday,0,0,9,0,Banco Aurora,operational
2025-06-10,ACC-002,USD,145629.45,1497.87,456.03,1041.84,Tuesday,1,0,10,0,Banco Aurora,operational
2025-06-11,ACC-002,USD,144923.46,4198.76,4904.74,-705.9799999999996,Wednesday,2,0,11,0,Banco Aurora,operational
2025-06-12,ACC-002,USD,140214.79,2337.6,7046.27,-4708.67,Thursday,3,0,12,0,Banco Aurora,operational
2025-06-13,ACC-002,USD,137311.69,442.59,3345.68,-2903.0899999999997,Friday,4,0,13,0,Banco Aurora,operational
2025-06-14,ACC-002,USD,135723.58,0.0,1588.1100000000151,-1588.1100000000151,Saturday,5,1,14,0,Banco Aurora,operational
2025-06-15,ACC-002,USD,138109.23,2385.65,0.0,2385.65,Sunday,6,1,15,0,Banco Aurora,operational
2025-06-16,ACC-002,USD,139659.59,6143.88,4593.52,1550.3599999999997,Monday,0,0,16,0,Banco Aurora,operational
2025-06-17,ACC-002,USD,139659.59,0.0,0.0,0.0,Tuesday,1,0,17,0,Banco Aurora,operational
2025-06-18,ACC-002,USD,139963.07,4155.38,3851.9,303.48,Wednesday,2,0,18,0,Banco Aurora,operational
2025-06-19,ACC-002,USD,139471.97,3909.39,4400.49,-491.0999999999999,Thursday,3,0,19,0,Banco Aurora,operational
2025-06-20,ACC-002,USD,137178.8,4813.34,7106.51,-2293.17,Friday,4,0,20,0,Banco Aurora,operational
2025-06-21,ACC-002,USD,137178.8,0.0,0.0,0.0,Saturday,5,1,21,0,Banco Aurora,operational
2025-06-22,ACC-002,USD,134630.25,0.0,2548.55,-2548.55,Sunday,6,1,22,0,Banco Aurora,operational
2025-06-23,ACC-002,USD,138874.57,7391.06,3146.74,4244.320000000001,Monday,0,0,23,0,Banco Aurora,operational
2025-06-24,ACC-002,USD,138874.57,0.0,0.0,0.0,Tuesday,1,0,24,0,Banco Aurora,operational
2025-06-25,ACC-002,USD,137832.15,1852.48,2894.9,-1042.42,Wednesday,2,0,25,0,Banco Aurora,operational
2025-06-26,ACC-002,USD,136324.35,3009.18,4516.98,-1507.7999999999997,Thursday,3,0,26,0,Banco Aurora,operational
2025-06-27,ACC-002,USD,132340.72,3239.76,7223.39,-3983.63,Friday,4,0,27,0,Banco Aurora,operational
2025-06-28,ACC-002,USD,132340.72,0.0,0.0,0.0,Saturday,5,1,28,0,Banco Aurora,operational
2025-06-29,ACC-002,USD,135196.3,2855.58,0.0,2855.58,Sunday,6,1,29,0,Banco Aurora,operational
2025-06-30,ACC-002,USD,135702.31,5109.59,4603.58,506.0100000000002,Monday,0,0,30,1,Banco Aurora,operational
2025-07-01,ACC-002,USD,130720.09,3670.9,8653.13,-4982.23,Tuesday,1,0,1,0,Banco Aurora,operational
2025-07-02,ACC-002,USD,123445.5,2294.9,9569.49,-7274.59,Wednesday,2,0,2,0,Banco Aurora,operational
2025-07-03,ACC-002,USD,125794.88,3146.8,797.42,2349.38,Thursday,3,0,3,0,Banco Aurora,operational
2025-07-04,ACC-002,USD,128426.92,3949.76,1317.71,2632.05,Friday,4,0,4,0,Banco Aurora,operational
2025-07-05,ACC-002,USD,125763.26,0.0,2663.66,-2663.66,Saturday,5,1,5,0,Banco Aurora,operational
2025-07-06,ACC-002,USD,128625.0,2906.6,44.85999999999467,2861.7400000000052,Sunday,6,1,6,0,Banco Aurora,operational
2025-07-07,ACC-002,USD,127930.16,6398.850000000003,7093.69,-694.8399999999965,Monday,0,0,7,0,Banco Aurora,operational
2025-07-08,ACC-002,USD,129994.67,7512.8299999999945,5448.32,2064.5099999999948,Tuesday,1,0,8,0,Banco Aurora,operational
2025-07-09,ACC-002,USD,137439.28,7444.61,0.0,7444.61,Wednesday,2,0,9,0,Banco Aurora,operational
2025-07-10,ACC-002,USD,138673.76,3249.32,2014.85,1234.4700000000003,Thursday,3,0,10,0,Banco Aurora,operational
2025-07-11,ACC-002,USD,140311.98,4490.88,2852.66,1638.2200000000003,Friday,4,0,11,0,Banco Aurora,operational
2025-07-12,ACC-002,USD,134451.62,1217.47,7077.83,-5860.36,Saturday,5,1,12,0,Banco Aurora,operational
2025-07-13,ACC-002,USD,132774.97,1157.04,2833.68,-1676.6399999999999,Sunday,6,1,13,0,Banco Aurora,operational
2025-07-14,ACC-002,USD,131691.58,3366.46,4449.86,-1083.3999999999996,Monday,0,0,14,0,Banco Aurora,operational
2025-07-15,ACC-002,USD,130263.23,3966.59,5394.939999999991,-1428.3499999999913,Tuesday,1,0,15,0,Banco Aurora,operational
2025-07-16,ACC-002,USD,128746.74,6943.83,8460.32,-1516.4899999999998,Wednesday,2,0,16,0,Banco Aurora,operational
2025-07-17,ACC-002,USD,127768.45,4659.65,5637.94,-978.29,Thursday,3,0,17,0,Banco Aurora,operational
2025-07-18,ACC-002,USD,124796.59,892.17,3864.03,-2971.86,Friday,4,0,18,0,Banco Aurora,operational
2025-07-19,ACC-002,USD,124882.25,3844.46,3758.8,85.65999999999985,Saturday,5,1,19,0,Banco Aurora,operational
2025-07-20,ACC-002,USD,123096.98,2027.11,3812.39,-1785.28,Sunday,6,1,20,0,Banco Aurora,operational
2025-07-21,ACC-002,USD,121103.94,4901.15,6894.18,-1993.0300000000007,Monday,0,0,21,0,Banco Aurora,operational
2025-07-22,ACC-002,USD,122424.11,4333.969999999998,3013.8,1320.1699999999983,Tuesday,1,0,22,0,Banco Aurora,operational
2025-07-23,ACC-002,USD,126919.13,4495.02,0.0,4495.02,Wednesday,2,0,23,0,Banco Aurora,operational
2025-07-24,ACC-002,USD,131698.62,4779.48,0.0,4779.48,Thursday,3,0,24,0,Banco Aurora,operational
2025-07-25,ACC-002,USD,126294.32,0.0,5404.3,-5404.3,Friday,4,0,25,0,Banco Aurora,operational
2025-07-26,ACC-002,USD,129016.03,2721.72,0.0,2721.72,Saturday,5,1,26,0,Banco Aurora,operational
2025-07-27,ACC-002,USD,123828.19,0.0,5187.84,-5187.84,Sunday,6,1,27,0,Banco Aurora,operational
2025-07-28,ACC-002,USD,116827.07,2516.11,9517.24,-7001.129999999999,Monday,0,0,28,0,Banco Aurora,operational
2025-07-29,ACC-002,USD,115635.54,3500.33,4691.86,-1191.5299999999997,Tuesday,1,0,29,0,Banco Aurora,operational
2025-07-30,ACC-002,USD,118840.6,7208.43,4003.37,3205.0600000000004,Wednesday,2,0,30,0,Banco Aurora,operational
2025-07-31,ACC-002,USD,116481.34,1182.83,3542.1,-2359.27,Thursday,3,0,31,1,Banco Aurora,operational
2025-08-01,ACC-002,USD,119344.75,3411.48,548.06,2863.42,Friday,4,0,1,0,Banco Aurora,operational
2025-08-02,ACC-002,USD,120166.25,821.5,0.0,821.5,Saturday,5,1,2,0,Banco Aurora,operational
2025-08-03,ACC-002,USD,122208.46,3663.53,1621.31,2042.2200000000003,Sunday,6,1,3,0,Banco Aurora,operational
2025-08-04,ACC-002,USD,121532.37,2975.05,3651.14,-676.0899999999997,Monday,0,0,4,0,Banco Aurora,operational
2025-08-05,ACC-002,USD,120332.38,4188.3,5388.29,-1199.9899999999998,Tuesday,1,0,5,0,Banco Aurora,operational
2025-08-06,ACC-002,USD,120192.49,1204.02,1343.9,-139.8800000000001,Wednesday,2,0,6,0,Banco Aurora,operational
2025-08-07,ACC-002,USD,123598.79,6261.26,2854.96,3406.3,Thursday,3,0,7,0,Banco Aurora,operational
2025-08-08,ACC-002,USD,118752.1,205.56,5052.26,-4846.7,Friday,4,0,8,0,Banco Aurora,operational
2025-08-09,ACC-002,USD,121277.65,2525.55,0.0,2525.55,Saturday,5,1,9,0,Banco Aurora,operational
2025-08-10,ACC-002,USD,119953.05,2011.95,3336.55,-1324.6000000000001,Sunday,6,1,10,0,Banco Aurora,operational
2025-08-11,ACC-002,USD,119095.16,4496.77,5354.66,-857.8899999999994,Monday,0,0,11,0,Banco Aurora,operational
2025-08-12,ACC-002,USD,114723.63,228.02,4599.55,-4371.53,Tuesday,1,0,12,0,Banco Aurora,operational
2025-08-13,ACC-002,USD,114907.58,2747.36,2563.41,183.95000000000027,Wednesday,2,0,13,0,Banco Aurora,operational
2025-08-14,ACC-002,USD,113278.83,5447.9,7076.64,-1628.7400000000007,Thursday,3,0,14,0,Banco Aurora,operational
2025-08-15,ACC-002,USD,114138.76,7463.65,6603.72,859.9299999999994,Friday,4,0,15,0,Banco Aurora,operational
2025-08-16,ACC-002,USD,112991.77,1119.17,2266.16,-1146.9899999999998,Saturday,5,1,16,0,Banco Aurora,operational
2025-08-17,ACC-002,USD,114360.43,3088.79,1720.14,1368.6499999999999,Sunday,6,1,17,0,Banco Aurora,operational
2025-08-18,ACC-002,USD,17471.783116087656,3729.9,13415.455428263724,-9685.555428263724,Monday,0,0,18,0,Banco Aurora,operational
2025-08-19,ACC-002,USD,17670.962626542118,3242.96,3043.7804895455383,199.1795104544617,Tuesday,1,0,19,0,Banco Aurora,operational
2025-08-20,ACC-002,USD,17265.10084208704,2471.3,12307.29969822573,-9835.999698225729,Wednesday,2,0,20,0,Banco Aurora,operational
2025-08-21,ACC-002,USD,110242.83,3343.12,4315.62,-972.5,Thursday,3,0,21,0,Banco Aurora,operational
2025-08-22,ACC-002,USD,112326.23999999999,4784.71,2701.3,2083.41,Friday,4,0,22,0,Banco Aurora,operational
2025-08-23,ACC-002,USD,113084.23,3046.85,2288.86,757.9899999999998,Saturday,5,1,23,0,Banco Aurora,operational
2025-08-24,ACC-002,USD,108374.72,0.0,4709.52,-4709.52,Sunday,6,1,24,0,Banco Aurora,operational
2025-08-25,ACC-002,USD,110540.6,2165.88,0.0,2165.88,Monday,0,0,25,0,Banco Aurora,operational
2025-08-26,ACC-002,USD,110266.46,1005.82,1279.96,-274.14,Tuesday,1,0,26,0,Banco Aurora,operational
2025-08-27,ACC-002,USD,110764.92,3423.05,2924.6,498.4500000000003,Wednesday,2,0,27,0,Banco Aurora,operational
2025-08-28,ACC-002,USD,108424.38,2576.76,4917.3,-2340.54,Thursday,3,0,28,0,Banco Aurora,operational
2025-08-29,ACC-002,USD,108259.2,3989.75,4154.93,-165.1800000000003,Friday,4,0,29,0,Banco Aurora,operational
2025-08-30,ACC-002,USD,107725.9,2186.46,2719.76,-533.3000000000002,Saturday,5,1,30,0,Banco Aurora,operational
2025-08-31,ACC-002,USD,107132.2,0.0,593.7,-593.7,Sunday,6,1,31,1,Banco Aurora,operational
2025-09-01,ACC-002,USD,103626.71,0.0,3505.49,-3505.49,Monday,0,0,1,0,Banco Aurora,operational
2025-09-02,ACC-002,USD,101242.95,3099.2,5482.96,-2383.76,Tuesday,1,0,2,0,Banco Aurora,operational
2025-09-03,ACC-002,USD,103034.66,5442.08,3650.37,1791.71,Wednesday,2,0,3,0,Banco Aurora,operational
2025-09-04,ACC-002,USD,100774.07859194938,2059.95,4296.88,-2236.9300000000003,Thursday,3,0,4,0,Banco Aurora,operational
2025-09-05,ACC-002,USD,99534.69,1959.67,3222.72,-1263.0499999999997,Friday,4,0,5,0,Banco Aurora,operational
2025-09-06,ACC-002,USD,102528.51,3157.51,163.69000000000779,2993.8199999999924,Saturday,5,1,6,0,Banco Aurora,operational
2025-09-07,ACC-002,USD,102709.53,2882.44,2701.42,181.01999999999998,Sunday,6,1,7,0,Banco Aurora,operational
2025-09-08,ACC-002,USD,98542.22,1119.96,5287.27,-4167.31,Monday,0,0,8,0,Banco Aurora,operational
2025-09-09,ACC-002,USD,99521.02,4333.03,3354.23,978.7999999999997,Tuesday,1,0,9,0,Banco Aurora,operational
2025-09-10,ACC-002,USD,99514.82,1468.29,1474.49,-6.2000000000000455,Wednesday,2,0,10,0,Banco Aurora,operational
2025-09-11,ACC-002,USD,97165.76,1915.34,4264.4,-2349.0599999999995,Thursday,3,0,11,0,Banco Aurora,operational
2025-09-12,ACC-002,USD,94264.12,1057.8900000000008,3959.53,-2901.6399999999994,Friday,4,0,12,0,Banco Aurora,operational
2025-09-13,ACC-002,USD,93442.26,0.0,821.85,-821.85,Saturday,5,1,13,0,Banco Aurora,operational
2025-09-14,ACC-002,USD,89002.86,1326.22,5765.63,-4439.41,Sunday,6,1,14,0,Banco Aurora,operational
2025-09-15,ACC-002,USD,83752.88,218.39,5468.36,-5249.969999999999,Monday,0,0,15,0,Banco Aurora,operational
2025-09-16,ACC-002,USD,83147.63,2763.58,3368.83,-605.25,Tuesday,1,0,16,0,Banco Aurora,operational
2025-09-17,ACC-002,USD,82479.75499030117,2691.24,3400.28,-709.0400000000004,Wednesday,2,0,17,0,Banco Aurora,operational
2025-09-18,ACC-002,USD,79622.92,2219.77,5035.43,-2815.6600000000003,Thursday,3,0,18,0,Banco Aurora,operational
2025-09-19,ACC-002,USD,76933.72,1661.78,4350.97,-2689.1900000000005,Friday,4,0,19,0,Banco Aurora,operational
2025-09-20,ACC-002,USD,76041.68,0.0,892.04,-892.04,Saturday,5,1,20,0,Banco Aurora,operational
2025-09-21,ACC-002,USD,74376.33,0.0,1665.35,-1665.35,Sunday,6,1,21,0,Banco Aurora,operational
2025-09-22,ACC-002,USD,76492.31,4380.95,2264.97,2115.98,Monday,0,0,22,0,Banco Aurora,operational
2025-09-23,ACC-002,USD,77743.32,1993.56,742.56,1251.0,Tuesday,1,0,23,0,Banco Aurora,operational
2025-09-24,ACC-002,USD,79707.89,1975.78,11.2,1964.58,Wednesday,2,0,24,0,Banco Aurora,operational
2025-09-25,ACC-002,USD,77731.67,935.97,2912.19,-1976.22,Thursday,3,0,25,0,Banco Aurora,operational
2025-09-26,ACC-002,USD,75259.5,4382.53,6854.71,-2472.1800000000003,Friday,4,0,26,0,Banco Aurora,operational
2025-09-27,ACC-002,USD,72155.97,20.19,3123.72,-3103.5299999999997,Saturday,5,1,27,0,Banco Aurora,operational
2025-01-01,ACC-003,COP,4007800005.09,129750099.22,129750099.22,0.0,Wednesday,2,0,1,0,Banco Sureste,reserve
2025-01-02,ACC-003,COP,4014640436.7,137571520.61,130731089.0,6840431.610000014,Thursday,3,0,2,0,Banco Sureste,reserve
2025-01-03,ACC-003,COP,4027436255.54,124871204.54,112075385.7,12795818.840000004,Friday,4,0,3,0,Banco Sureste,reserve
2025-01-04,ACC-003,COP,4027436255.54,0.0,0.0,0.0,Saturday,5,1,4,0,Banco Sureste,reserve
2025-01-05,ACC-003,COP,4061667247.55,74638256.33,40407264.32,34230992.01,Sunday,6,1,5,0,Banco Sureste,reserve
2025-01-06,ACC-003,COP,4028987295.19,97638869.82,130318822.18,-32679952.360000014,Monday,0,0,6,0,Banco Sureste,reserve
2025-01-07,ACC-003,COP,4045690199.73,152897338.33,136194433.8,16702904.530000001,Tuesday,1,0,7,0,Banco Sureste,reserve
2025-01-08,ACC-003,COP,3961444855.13,94828755.72,179074100.32,-84245344.6,Wednesday,2,0,8,0,Banco Sureste,reserve
2025-01-09,ACC-003,COP,3996488939.1,181401908.51,146357824.54,35044083.97,Thursday,3,0,9,0,Banco Sureste,reserve
2025-01-10,ACC-003,COP,3977773521.85,158807022.71,177522439.95,-18715417.23999998,Friday,4,0,10,0,Banco Sureste,reserve
2025-01-11,ACC-003,COP,3995116619.95,92686073.64,75342975.54,17343098.099999994,Saturday,5,1,11,0,Banco Sureste,reserve
2025-01-12,ACC-003,COP,3995064143.04,71846061.76,71898538.67,-52476.909999996424,Sunday,6,1,12,0,Banco Sureste,reserve
2025-01-13,ACC-003,COP,3915240331.21,76012580.33,155836392.16,-79823811.83,Monday,0,0,13,0,Banco Sureste,reserve
2025-01-14,ACC-003,COP,3885436953.47,64373834.52,94177212.26,-29803377.740000002,Tuesday,1,0,14,0,Banco Sureste,reserve
2025-01-15,ACC-003,COP,3895669053.73,167212307.46,156980207.2,10232100.26000002,Wednesday,2,0,15,0,Banco Sureste,reserve
2025-01-16,ACC-003,COP,3956405365.4,174814186.49,114077874.83,60736311.66000001,Thursday,3,0,16,0,Banco Sureste,reserve
2025-01-17,ACC-003,COP,3912417589.85,73104525.98,117092301.53,-43987775.55,Friday,4,0,17,0,Banco Sureste,reserve
2025-01-18,ACC-003,COP,3910189177.77,50940901.5,53169313.58,-2228412.079999998,Saturday,5,1,18,0,Banco Sureste,reserve
2025-01-19,ACC-003,COP,3965516434.88,91251321.52,35924064.41,55327257.11,Sunday,6,1,19,0,Banco Sureste,reserve
2025-01-20,ACC-003,COP,4010749558.93,132925477.88,87692353.83,45233124.05,Monday,0,0,20,0,Banco Sureste,reserve
2025-01-21,ACC-003,COP,4020664481.89,138383585.01,128468662.05,9914922.959999993,Tuesday,1,0,21,0,Banco Sureste,reserve
2025-01-22,ACC-003,COP,3991957581.76,90472455.88,119179356.02,-28706900.14,Wednesday,2,0,22,0,Banco Sureste,reserve
2025-01-23,ACC-003,COP,3987405927.09,112406509.78,116958164.45,-4551654.670000002,Thursday,3,0,23,0,Banco Sureste,reserve
2025-01-24,ACC-003,COP,4053987122.6499996,190252743.5,123671547.94,66581195.56,Friday,4,0,24,0,Banco Sureste,reserve
2025-01-25,ACC-003,COP,4092747451.22,38760328.57,0.0,38760328.57,Saturday,5,1,25,0,Banco Sureste,reserve
2025-01-26,ACC-003,COP,4063642535.53,12515320.81,41620236.5,-29104915.689999998,Sunday,6,1,26,0,Banco Sureste,reserve
2025-01-27,ACC-003,COP,3971496991.8900003,94038674.99,186184218.62,-92145543.63000001,Monday,0,0,27,0,Banco Sureste,reserve
2025-01-28,ACC-003,COP,3905832974.52,112594410.97,178258428.34,-65664017.370000005,Tuesday,1,0,28,0,Banco Sureste,reserve
2025-01-29,ACC-003,COP,3898977331.4,119585069.18,126440712.3,-6855643.11999999,Wednesday,2,0,29,0,Banco Sureste,reserve
2025-01-30,ACC-003,COP,3887569208.38,113507166.58000001,124915289.6,-11408123.01999998,Thursday,3,0,30,0,Banco Sureste,reserve
2025-01-31,ACC-003,COP,4036789887.63,183446421.55,34225742.3,149220679.25,Friday,4,0,31,1,Banco Sureste,reserve
2025-02-01,ACC-003,COP,4007045642.25,0.0,29744245.38,-29744245.38,Saturday,5,1,1,0,Banco Sureste,reserve
2025-02-02,ACC-003,COP,3976769345.31,48666686.57,78942983.5,-30276296.93,Sunday,6,1,2,0,Banco Sureste,reserve
2025-02-03,ACC-003,COP,4002909966.96,138116667.0300001,111976045.38,26140621.650000095,Monday,0,0,3,0,Banco Sureste,reserve
2025-02-04,ACC-003,COP,3994457754.12,160878700.57,169330913.41,-8452212.840000004,Tuesday,1,0,4,0,Banco Sureste,reserve
2025-02-05,ACC-003,COP,3955368000.88,127185844.94,166275598.18,-39089753.24000001,Wednesday,2,0,5,0,Banco Sureste,reserve
2025-02-06,ACC-003,COP,3980450108.35,129445163.53,104363056.06,25082107.47,Thursday,3,0,6,0,Banco Sureste,reserve
2025-02-07,ACC-003,COP,3995862559.1,147189754.37,131777303.62,15412450.75,Friday,4,0,7,0,Banco Sureste,reserve
2025-02-08,ACC-003,COP,3933862207.19,48003889.14,110004241.06,-62000351.92,Saturday,5,1,8,0,Banco Sureste,reserve
2025-02-09,ACC-003,COP,3933862207.19,0.0,0.0,0.0,Sunday,6,1,9,0,Banco Sureste,reserve
2025-02-10,ACC-003,COP,3893586941.23,71318151.34,111593417.3,-40275265.95999999,Monday,0,0,10,0,Banco Sureste,reserve
2025-02-11,ACC-003,COP,3934575411.48,106894217.79,65905747.54,40988470.25000001,Tuesday,1,0,11,0,Banco Sureste,reserve
2025-02-12,ACC-003,COP,3921814939.97,79275476.64,92035948.15,-12760471.510000005,Wednesday,2,0,12,0,Banco Sureste,reserve
2025-02-13,ACC-003,COP,3939685950.38,214030073.38000032,196159062.97,17871010.410000324,Thursday,3,0,13,0,Banco Sureste,reserve
2025-02-14,ACC-003,COP,3929908984.33,101968944.55999981,111745910.61,-9776966.05000019,Friday,4,0,14,0,Banco Sureste,reserve
2025-02-15,ACC-003,COP,3931905221.0,1996236.68,0.0,1996236.68,Saturday,5,1,15,0,Banco Sureste,reserve
2025-02-16,ACC-003,COP,3963398672.9,42587244.5,11093792.6,31493451.9,Sunday,6,1,16,0,Banco Sureste,reserve
2025-02-17,ACC-003,COP,4015531448.1,115538995.34,63406220.15,52132775.190000005,Monday,0,0,17,0,Banco Sureste,reserve
2025-02-18,ACC-003,COP,3970934893.45,89868619.44,134465174.09,-44596554.650000006,Tuesday,1,0,18,0,Banco Sureste,reserve
2025-02-19,ACC-003,COP,3960957428.68,133669991.5,143647456.27,-9977464.77000001,Wednesday,2,0,19,0,Banco Sureste,reserve
2025-02-20,ACC-003,COP,3866877769.39,66524716.35,160604375.64,-94079659.28999999,Thursday,3,0,20,0,Banco Sureste,reserve
2025-02-21,ACC-003,COP,3803728963.64,85063124.88,148211930.63,-63148805.75,Friday,4,0,21,0,Banco Sureste,reserve
2025-02-22,ACC-003,COP,3848969044.78,45240081.14,0.0,45240081.14,Saturday,5,1,22,0,Banco Sureste,reserve
2025-02-23,ACC-003,COP,3819656780.44,34017276.77,63329541.110000156,-29312264.340000153,Sunday,6,1,23,0,Banco Sureste,reserve
2025-02-24,ACC-003,COP,3840815894.38,138002877.13,116843763.19,21159113.939999998,Monday,0,0,24,0,Banco Sureste,reserve
2025-02-25,ACC-003,COP,3853270435.86,174057283.93,161602742.45,12454541.48000002,Tuesday,1,0,25,0,Banco Sureste,reserve
2025-02-26,ACC-003,COP,3806770095.78,105708535.89,152208875.97,-46500340.08,Wednesday,2,0,26,0,Banco Sureste,reserve
2025-02-27,ACC-003,COP,3798140486.18,187818174.98,196447784.58,-8629609.600000024,Thursday,3,0,27,0,Banco Sureste,reserve
2025-02-28,ACC-003,COP,3779094073.78,67303053.94,86349466.35,-19046412.409999996,Friday,4,0,28,1,Banco Sureste,reserve
2025-03-01,ACC-003,COP,3872180712.86,101465606.76,8378967.680000082,93086639.07999992,Saturday,5,1,1,0,Banco Sureste,reserve
2025-03-02,ACC-003,COP,3841443115.09,0.0,30737597.77,-30737597.77,Sunday,6,1,2,0,Banco Sureste,reserve
2025-03-03,ACC-003,COP,3853836510.1,131386063.45,118992668.45,12393395.0,Monday,0,0,3,0,Banco Sureste,reserve
2025-03-04,ACC-003,COP,3847040224.76,90543436.98,97339722.32,-6796285.339999989,Tuesday,1,0,4,0,Banco Sureste,reserve
2025-03-05,ACC-003,COP,3845777340.1,88007313.34,89270198.0,-1262884.6599999964,Wednesday,2,0,5,0,Banco Sureste,reserve
2025-03-06,ACC-003,COP,3914390692.24,203119840.38,134506488.24,68613352.13999999,Thursday,3,0,6,0,Banco Sureste,reserve
2025-03-07,ACC-003,COP,3960417527.63,152142934.66,106116099.26,46026835.39999999,Friday,4,0,7,0,Banco Sureste,reserve
2025-03-08,ACC-003,COP,3978649231.341586,40160349.49,22433627.41,17726722.080000002,Saturday,5,1,8,0,Banco Sureste,reserve
2025-03-09,ACC-003,COP,3978144249.72,0.0,0.0,0.0,Sunday,6,1,9,0,Banco Sureste,reserve
2025-03-10,ACC-003,COP,3987658582.31,47315304.59,37800972.0,9514332.590000004,Monday,0,0,10,0,Banco Sureste,reserve
2025-03-11,ACC-003,COP,3879181721.56,71962922.74,180439783.49,-108476860.75000001,Tuesday,1,0,11,0,Banco Sureste,reserve
2025-03-12,ACC-003,COP,3819636284.85,114651691.95,174197128.66,-59545436.70999999,Wednesday,2,0,12,0,Banco Sureste,reserve
2025-03-13,ACC-003,COP,3797804151.05,130287128.18,152119261.97,-21832133.78999999,Thursday,3,0,13,0,Banco Sureste,reserve
2025-03-14,ACC-003,COP,3736095608.18,79719821.05,141428363.92,-61708542.86999999,Friday,4,0,14,0,Banco Sureste,reserve
2025-03-15,ACC-003,COP,3781876286.35,72058607.79,26277929.62,45780678.17,Saturday,5,1,15,0,Banco Sureste,reserve
2025-03-16,ACC-003,COP,3778599389.33,66543640.03,69820537.04,-3276897.0100000054,Sunday,6,1,16,0,Banco Sureste,reserve
2025-03-17,ACC-003,COP,3792701719.69,92592589.69,78490259.33,14102330.36,Monday,0,0,17,0,Banco Sureste,reserve
2025-03-18,ACC-003,COP,3736924963.47,68870595.98,124647352.21,-55776756.22999999,Tuesday,1,0,18,0,Banco Sureste,reserve
2025-03-19,ACC-003,COP,3771287322.56,124327862.32,89965503.23,34362359.08999999,Wednesday,2,0,19,0,Banco Sureste,reserve
2025-03-20,ACC-003,COP,3743230766.61,114141229.28,142197785.24,-28056555.96000001,Thursday,3,0,20,0,Banco Sureste,reserve
2025-03-21,ACC-003,COP,3700794155.99,135437228.03,177873838.65,-42436610.620000005,Friday,4,0,21,0,Banco Sureste,reserve
2025-03-22,ACC-003,COP,3782147687.5,91667961.88,10314430.37,81353531.50999999,Saturday,5,1,22,0,Banco Sureste,reserve
2025-03-23,ACC-003,COP,3862880001.83,109061489.13999993,28329174.81,80732314.32999992,Sunday,6,1,23,0,Banco Sureste,reserve
2025-03-24,ACC-003,COP,3892890182.96,156248582.97,126238401.84,30010181.129999995,Monday,0,0,24,0,Banco Sureste,reserve
2025-03-25,ACC-003,COP,3939431533.49,100742182.8,54200832.26,46541350.54,Tuesday,1,0,25,0,Banco Sureste,reserve
2025-03-26,ACC-003,COP,3986224838.91,111424279.59,64630974.17,46793305.42,Wednesday,2,0,26,0,Banco Sureste,reserve
2025-03-27,ACC-003,COP,3956348345.98,158145467.57,188021960.5,-29876492.930000007,Thursday,3,0,27,0,Banco Sureste,reserve
2025-03-28,ACC-003,COP,3904960060.07,87161875.64,138550161.55,-51388285.91000001,Friday,4,0,28,0,Banco Sureste,reserve
2025-03-29,ACC-003,COP,3898051920.51,18533271.51,25441411.07,-6908139.559999999,Saturday,5,1,29,0,Banco Sureste,reserve
2025-03-30,ACC-003,COP,3926625926.1,76966828.72,48392823.13,28574005.589999996,Sunday,6,1,30,0,Banco Sureste,reserve
2025-03-31,ACC-003,COP,4006017610.82,186108248.82,106716564.1,79391684.72,Monday,0,0,31,1,Banco Sureste,reserve
2025-04-01,ACC-003,COP,4034136766.59,160214117.79,132094962.02,28119155.769999996,Tuesday,1,0,1,0,Banco Sureste,reserve
2025-04-02,ACC-003,COP,4076210217.79,153126876.27,111053425.07,42073451.20000002,Wednesday,2,0,2,0,Banco Sureste,reserve
2025-04-03,ACC-003,COP,4070745652.07,120266184.13,125730749.85,-5464565.719999999,Thursday,3,0,3,0,Banco Sureste,reserve
2025-04-04,ACC-003,COP,4001618746.83,88088610.91,157215516.15,-69126905.24000001,Friday,4,0,4,0,Banco Sureste,reserve
2025-04-05,ACC-003,COP,4000686142.0,74039911.07,74972515.9,-932604.8300000131,Saturday,5,1,5,0,Banco Sureste,reserve
2025-04-06,ACC-003,COP,4000991028.4,109497405.63,109192519.23,304886.39999999106,Sunday,6,1,6,0,Banco Sureste,reserve
2025-04-07,ACC-003,COP,3963061753.15,105028227.45,142957502.7,-37929275.249999985,Monday,0,0,7,0,Banco Sureste,reserve
2025-04-08,ACC-003,COP,3929496363.63,94178172.19,127743561.70999998,-33565389.51999998,Tuesday,1,0,8,0,Banco Sureste,reserve
2025-04-09,ACC-003,COP,3834409634.23,94317758.11,189404487.52,-95086729.41000001,Wednesday,2,0,9,0,Banco Sureste,reserve
2025-04-10,ACC-003,COP,3849046621.77,128977965.94,114340978.4,14636987.539999992,Thursday,3,0,10,0,Banco Sureste,reserve
2025-04-11,ACC-003,COP,3970839462.94,161414333.97,39621492.79,121792841.18,Friday,4,0,11,0,Banco Sureste,reserve
2025-04-12,ACC-003,COP,3888411242.43,0.0,82428220.51000023,-82428220.51000023,Saturday,5,1,12,0,Banco Sureste,reserve
